date,county,category,visitIndex,rank
2020-03-02,San Luis Obispo County,Medical,101,10
2020-03-03,San Luis Obispo County,Food,101,1
2020-03-03,San Luis Obispo County,Outdoors & Recreation,103,2
2020-03-03,San Luis Obispo County,Shops & Services,105,3
2020-03-03,San Luis Obispo County,Professional & Other Places,101,4
2020-03-03,San Luis Obispo County,Colleges & Universities,93,5
2020-03-03,San Luis Obispo County,Hotel,92,6
2020-03-03,San Luis Obispo County,Grocery,88,7
2020-03-03,San Luis Obispo County,Nightlife Spots,107,8
2020-03-03,San Luis Obispo County,Medical,109,9
2020-03-03,San Luis Obispo County,Gas Stations,101,10
2020-03-04,San Luis Obispo County,Food,101,1
2020-03-04,San Luis Obispo County,Shops & Services,108,2
2020-03-04,San Luis Obispo County,Outdoors & Recreation,96,3
2020-03-04,San Luis Obispo County,Professional & Other Places,93,4
2020-03-04,San Luis Obispo County,Hotel,90,5
2020-03-04,San Luis Obispo County,Grocery,98,6
2020-03-04,San Luis Obispo County,Colleges & Universities,93,7
2020-03-04,San Luis Obispo County,Nightlife Spots,100,8
2020-03-04,San Luis Obispo County,Gas Stations,93,9
2020-03-04,San Luis Obispo County,Medical,93,10
2020-03-05,San Luis Obispo County,Food,99,1
2020-03-05,San Luis Obispo County,Shops & Services,108,2
2020-03-05,San Luis Obispo County,Outdoors & Recreation,90,3
2020-03-05,San Luis Obispo County,Professional & Other Places,92,4
2020-03-05,San Luis Obispo County,Hotel,98,5
2020-03-05,San Luis Obispo County,Nightlife Spots,105,6
2020-03-05,San Luis Obispo County,Colleges & Universities,86,7
2020-03-05,San Luis Obispo County,Grocery,81,8
2020-03-05,San Luis Obispo County,Gas Stations,103,9
2020-03-05,San Luis Obispo County,Medical,93,10
2020-03-06,San Luis Obispo County,Food,95,1
2020-03-06,San Luis Obispo County,Shops & Services,100,2
2020-03-06,San Luis Obispo County,Outdoors & Recreation,95,3
2020-03-06,San Luis Obispo County,Hotel,91,4
2020-03-06,San Luis Obispo County,Grocery,102,5
2020-03-06,San Luis Obispo County,Professional & Other Places,85,6
2020-03-06,San Luis Obispo County,Nightlife Spots,100,7
2020-03-06,San Luis Obispo County,Gas Stations,102,8
2020-03-06,San Luis Obispo County,Colleges & Universities,86,9
2020-03-06,San Luis Obispo County,Medical,97,10
2020-03-07,San Luis Obispo County,Food,94,1
2020-03-07,San Luis Obispo County,Outdoors & Recreation,83,2
2020-03-07,San Luis Obispo County,Shops & Services,91,3
2020-03-07,San Luis Obispo County,Hotel,92,4
2020-03-07,San Luis Obispo County,Professional & Other Places,94,5
2020-03-07,San Luis Obispo County,Nightlife Spots,89,6
2020-03-07,San Luis Obispo County,Grocery,94,7
2020-03-07,San Luis Obispo County,Arts & Entertainment,101,8
2020-03-07,San Luis Obispo County,Gas Stations,75,9
2020-03-07,San Luis Obispo County,Fast Food Restaurants,103,10
2020-03-08,San Luis Obispo County,Food,84,1
2020-03-08,San Luis Obispo County,Outdoors & Recreation,83,2
2020-03-08,San Luis Obispo County,Shops & Services,90,3
2020-03-08,San Luis Obispo County,Grocery,89,4
2020-03-08,San Luis Obispo County,Hotel,74,5
2020-03-08,San Luis Obispo County,Professional & Other Places,81,6
2020-03-08,San Luis Obispo County,Nightlife Spots,90,7
2020-03-08,San Luis Obispo County,Gas Stations,92,8
2020-03-08,San Luis Obispo County,Fast Food Restaurants,113,9
2020-03-08,San Luis Obispo County,Arts & Entertainment,86,10
2020-03-09,San Luis Obispo County,Food,91,1
2020-03-09,San Luis Obispo County,Shops & Services,101,2
2020-03-09,San Luis Obispo County,Outdoors & Recreation,83,3
2020-03-09,San Luis Obispo County,Grocery,110,4
2020-03-09,San Luis Obispo County,Professional & Other Places,95,5
2020-03-09,San Luis Obispo County,Hotel,92,6
2020-03-09,San Luis Obispo County,Nightlife Spots,102,7
2020-03-09,San Luis Obispo County,Colleges & Universities,91,8
2020-03-09,San Luis Obispo County,Gas Stations,94,9
2020-03-09,San Luis Obispo County,Medical,94,10
2020-03-10,San Luis Obispo County,Food,89,1
2020-03-10,San Luis Obispo County,Shops & Services,91,2
2020-03-10,San Luis Obispo County,Outdoors & Recreation,79,3
2020-03-10,San Luis Obispo County,Professional & Other Places,96,4
2020-03-10,San Luis Obispo County,Hotel,96,5
2020-03-10,San Luis Obispo County,Colleges & Universities,88,6
2020-03-10,San Luis Obispo County,Grocery,87,7
2020-03-10,San Luis Obispo County,Nightlife Spots,105,8
2020-03-10,San Luis Obispo County,Medical,101,9
2020-03-10,San Luis Obispo County,Gas Stations,84,10
2020-03-11,San Luis Obispo County,Food,88,1
2020-03-11,San Luis Obispo County,Outdoors & Recreation,89,2
2020-03-11,San Luis Obispo County,Shops & Services,93,3
2020-03-11,San Luis Obispo County,Professional & Other Places,100,4
2020-03-11,San Luis Obispo County,Grocery,109,5
2020-03-11,San Luis Obispo County,Hotel,96,6
2020-03-11,San Luis Obispo County,Colleges & Universities,85,7
2020-03-11,San Luis Obispo County,Nightlife Spots,91,8
2020-03-11,San Luis Obispo County,Medical,99,9
2020-03-11,San Luis Obispo County,Gas Stations,80,10
2020-03-12,San Luis Obispo County,Food,100,1
2020-03-12,San Luis Obispo County,Outdoors & Recreation,103,2
2020-03-12,San Luis Obispo County,Shops & Services,102,3
2020-03-12,San Luis Obispo County,Professional & Other Places,99,4
2020-03-12,San Luis Obispo County,Grocery,108,5
2020-03-12,San Luis Obispo County,Hotel,101,6
2020-03-12,San Luis Obispo County,Nightlife Spots,99,7
2020-03-12,San Luis Obispo County,Colleges & Universities,82,8
2020-03-12,San Luis Obispo County,Gas Stations,106,9
2020-03-12,San Luis Obispo County,Medical,95,10
2020-03-13,San Luis Obispo County,Food,92,1
2020-03-13,San Luis Obispo County,Shops & Services,99,2
2020-03-13,San Luis Obispo County,Outdoors & Recreation,87,3
2020-03-13,San Luis Obispo County,Grocery,146,4
2020-03-13,San Luis Obispo County,Hotel,96,5
2020-03-13,San Luis Obispo County,Professional & Other Places,93,6
2020-03-13,San Luis Obispo County,Nightlife Spots,91,7
2020-03-13,San Luis Obispo County,Gas Stations,100,8
2020-03-13,San Luis Obispo County,Fast Food Restaurants,107,9
2020-03-13,San Luis Obispo County,Colleges & Universities,65,10
2020-03-14,San Luis Obispo County,Food,86,1
2020-03-14,San Luis Obispo County,Outdoors & Recreation,79,2
2020-03-14,San Luis Obispo County,Shops & Services,89,3
2020-03-14,San Luis Obispo County,Grocery,131,4
2020-03-14,San Luis Obispo County,Hotel,87,5
2020-03-14,San Luis Obispo County,Professional & Other Places,91,6
2020-03-14,San Luis Obispo County,Nightlife Spots,82,7
2020-03-14,San Luis Obispo County,Gas Stations,92,8
2020-03-14,San Luis Obispo County,Big Box Stores,99,9
2020-03-14,San Luis Obispo County,Beach,71,9
2020-03-14,San Luis Obispo County,Arts & Entertainment,57,10
2020-03-14,San Luis Obispo County,Fast Food Restaurants,71,10
2020-03-15,San Luis Obispo County,Food,65,1
2020-03-15,San Luis Obispo County,Grocery,115,2
2020-03-15,San Luis Obispo County,Shops & Services,73,3
2020-03-15,San Luis Obispo County,Outdoors & Recreation,49,4
2020-03-15,San Luis Obispo County,Hotel,59,5
2020-03-15,San Luis Obispo County,Professional & Other Places,59,6
2020-03-15,San Luis Obispo County,Gas Stations,78,7
2020-03-15,San Luis Obispo County,Nightlife Spots,64,8
2020-03-15,San Luis Obispo County,Big Box Stores,109,9
2020-03-16,San Luis Obispo County,Food,63,1
2020-03-16,San Luis Obispo County,Grocery,129,2
2020-03-16,San Luis Obispo County,Shops & Services,68,3
2020-03-16,San Luis Obispo County,Outdoors & Recreation,59,4
2020-03-16,San Luis Obispo County,Professional & Other Places,64,5
2020-03-16,San Luis Obispo County,Hotel,61,6
2020-03-16,San Luis Obispo County,Gas Stations,82,7
2020-03-16,San Luis Obispo County,Nightlife Spots,59,8
2020-03-16,San Luis Obispo County,Medical,71,9
2020-03-16,San Luis Obispo County,Colleges & Universities,42,10
2020-03-16,San Luis Obispo County,Big Box Stores,112,10
2020-03-17,San Luis Obispo County,Food,62,1
2020-03-17,San Luis Obispo County,Outdoors & Recreation,80,2
2020-03-17,San Luis Obispo County,Shops & Services,73,3
2020-03-17,San Luis Obispo County,Grocery,107,4
2020-03-17,San Luis Obispo County,Professional & Other Places,61,5
2020-03-17,San Luis Obispo County,Hotel,54,6
2020-03-17,San Luis Obispo County,Gas Stations,78,7
2020-03-17,San Luis Obispo County,Medical,71,8
2020-03-17,San Luis Obispo County,Nightlife Spots,57,9
2020-03-17,San Luis Obispo County,Fast Food Restaurants,78,10
2020-03-18,San Luis Obispo County,Food,61,1
2020-03-18,San Luis Obispo County,Outdoors & Recreation,80,2
2020-03-18,San Luis Obispo County,Shops & Services,82,3
2020-03-18,San Luis Obispo County,Grocery,112,4
2020-03-18,San Luis Obispo County,Professional & Other Places,73,5
2020-03-18,San Luis Obispo County,Hotel,57,6
2020-03-18,San Luis Obispo County,Gas Stations,86,7
2020-03-18,San Luis Obispo County,Medical,76,8
2020-03-18,San Luis Obispo County,Nightlife Spots,64,9
2020-03-18,San Luis Obispo County,Fast Food Restaurants,80,10
2020-03-19,San Luis Obispo County,Food,52,1
2020-03-19,San Luis Obispo County,Outdoors & Recreation,71,2
2020-03-19,San Luis Obispo County,Shops & Services,60,3
2020-03-19,San Luis Obispo County,Grocery,98,4
2020-03-19,San Luis Obispo County,Professional & Other Places,56,5
2020-03-19,San Luis Obispo County,Hotel,57,6
2020-03-19,San Luis Obispo County,Gas Stations,80,7
2020-03-19,San Luis Obispo County,Nightlife Spots,53,8
2020-03-19,San Luis Obispo County,Medical,61,9
2020-03-20,San Luis Obispo County,Food,36,1
2020-03-20,San Luis Obispo County,Outdoors & Recreation,63,2
2020-03-20,San Luis Obispo County,Shops & Services,47,3
2020-03-20,San Luis Obispo County,Grocery,69,4
2020-03-20,San Luis Obispo County,Professional & Other Places,45,5
2020-03-20,San Luis Obispo County,Gas Stations,63,6
2020-03-20,San Luis Obispo County,Hotel,32,7
2020-03-20,San Luis Obispo County,Nightlife Spots,32,8
2020-03-21,San Luis Obispo County,Food,30,1
2020-03-21,San Luis Obispo County,Outdoors & Recreation,49,2
2020-03-21,San Luis Obispo County,Grocery,62,3
2020-03-21,San Luis Obispo County,Shops & Services,32,4
2020-03-21,San Luis Obispo County,Hotel,27,5
2020-03-21,San Luis Obispo County,Professional & Other Places,29,6
2020-03-21,San Luis Obispo County,Beach,59,7
2020-03-21,San Luis Obispo County,Gas Stations,46,8
2020-03-22,San Luis Obispo County,Outdoors & Recreation,33,1
2020-03-22,San Luis Obispo County,Food,17,2
2020-03-22,San Luis Obispo County,Grocery,39,3
2020-03-01,San Mateo County,Airport,93,1
2020-03-01,San Mateo County,Shops & Services,102,2
2020-03-01,San Mateo County,Food,97,3
2020-03-01,San Mateo County,Outdoors & Recreation,103,4
2020-03-01,San Mateo County,Grocery,104,5
2020-03-01,San Mateo County,Professional & Other Places,99,6
2020-03-01,San Mateo County,Gas Stations,105,7
2020-03-01,San Mateo County,Travel & Transport,97,8
2020-03-01,San Mateo County,Fast Food Restaurants,99,9
2020-03-01,San Mateo County,School,109,10
2020-03-02,San Mateo County,Airport,88,1
2020-03-02,San Mateo County,Shops & Services,98,2
2020-03-02,San Mateo County,Food,91,3
2020-03-02,San Mateo County,Office,112,4
2020-03-02,San Mateo County,Professional & Other Places,111,5
2020-03-02,San Mateo County,Outdoors & Recreation,89,6
2020-03-02,San Mateo County,Grocery,112,7
2020-03-02,San Mateo County,School,117,8
2020-03-02,San Mateo County,Medical,112,9
2020-03-02,San Mateo County,Fitness Center,111,10
2020-03-03,San Mateo County,Airport,86,1
2020-03-03,San Mateo County,Shops & Services,100,2
2020-03-03,San Mateo County,Food,97,3
2020-03-03,San Mateo County,Office,89,4
2020-03-03,San Mateo County,Professional & Other Places,102,5
2020-03-03,San Mateo County,Outdoors & Recreation,104,6
2020-03-03,San Mateo County,Grocery,106,7
2020-03-03,San Mateo County,School,100,8
2020-03-03,San Mateo County,Medical,93,9
2020-03-03,San Mateo County,Fitness Center,97,10
2020-03-04,San Mateo County,Airport,85,1
2020-03-04,San Mateo County,Shops & Services,99,2
2020-03-04,San Mateo County,Food,97,3
2020-03-04,San Mateo County,Office,87,4
2020-03-04,San Mateo County,Outdoors & Recreation,100,5
2020-03-04,San Mateo County,Professional & Other Places,88,6
2020-03-04,San Mateo County,Grocery,104,7
2020-03-04,San Mateo County,School,99,8
2020-03-04,San Mateo County,Medical,94,9
2020-03-04,San Mateo County,Fitness Center,101,10
2020-03-05,San Mateo County,Airport,88,1
2020-03-05,San Mateo County,Shops & Services,98,2
2020-03-05,San Mateo County,Food,94,3
2020-03-05,San Mateo County,Office,89,4
2020-03-05,San Mateo County,Outdoors & Recreation,99,5
2020-03-05,San Mateo County,Professional & Other Places,89,6
2020-03-05,San Mateo County,Grocery,96,7
2020-03-05,San Mateo County,School,97,8
2020-03-05,San Mateo County,Medical,86,9
2020-03-05,San Mateo County,Fitness Center,97,10
2020-03-06,San Mateo County,Airport,76,1
2020-03-06,San Mateo County,Food,89,2
2020-03-06,San Mateo County,Shops & Services,92,3
2020-03-06,San Mateo County,Outdoors & Recreation,101,4
2020-03-06,San Mateo County,Office,69,5
2020-03-06,San Mateo County,Professional & Other Places,90,6
2020-03-06,San Mateo County,Grocery,103,7
2020-03-06,San Mateo County,School,99,8
2020-03-06,San Mateo County,Gas Stations,96,9
2020-03-06,San Mateo County,Medical,90,10
2020-03-07,San Mateo County,Shops & Services,91,1
2020-03-07,San Mateo County,Airport,81,2
2020-03-07,San Mateo County,Food,86,3
2020-03-07,San Mateo County,Outdoors & Recreation,78,4
2020-03-07,San Mateo County,Grocery,98,5
2020-03-07,San Mateo County,Professional & Other Places,87,6
2020-03-07,San Mateo County,Gas Stations,88,7
2020-03-07,San Mateo County,Hotel,88,8
2020-03-07,San Mateo County,Fitness Center,90,9
2020-03-07,San Mateo County,Nightlife Spots,91,10
2020-03-08,San Mateo County,Airport,72,1
2020-03-08,San Mateo County,Shops & Services,94,2
2020-03-08,San Mateo County,Food,90,3
2020-03-08,San Mateo County,Outdoors & Recreation,97,4
2020-03-08,San Mateo County,Grocery,98,5
2020-03-08,San Mateo County,Professional & Other Places,82,6
2020-03-08,San Mateo County,Gas Stations,87,7
2020-03-08,San Mateo County,School,103,8
2020-03-08,San Mateo County,Travel & Transport,64,9
2020-03-08,San Mateo County,Fast Food Restaurants,82,10
2020-03-09,San Mateo County,Airport,68,1
2020-03-09,San Mateo County,Shops & Services,91,2
2020-03-09,San Mateo County,Food,83,3
2020-03-09,San Mateo County,Outdoors & Recreation,91,4
2020-03-09,San Mateo County,Professional & Other Places,86,5
2020-03-09,San Mateo County,Office,60,6
2020-03-09,San Mateo County,Grocery,107,7
2020-03-09,San Mateo County,School,112,8
2020-03-09,San Mateo County,Medical,105,9
2020-03-09,San Mateo County,Gas Stations,93,10
2020-03-10,San Mateo County,Airport,71,1
2020-03-10,San Mateo County,Shops & Services,93,2
2020-03-10,San Mateo County,Food,87,3
2020-03-10,San Mateo County,Outdoors & Recreation,99,4
2020-03-10,San Mateo County,Professional & Other Places,79,5
2020-03-10,San Mateo County,Office,48,6
2020-03-10,San Mateo County,Grocery,111,7
2020-03-10,San Mateo County,School,101,8
2020-03-10,San Mateo County,Medical,89,9
2020-03-10,San Mateo County,Fitness Center,86,10
2020-03-11,San Mateo County,Airport,65,1
2020-03-11,San Mateo County,Shops & Services,99,2
2020-03-11,San Mateo County,Food,87,3
2020-03-11,San Mateo County,Outdoors & Recreation,96,4
2020-03-11,San Mateo County,Professional & Other Places,77,5
2020-03-11,San Mateo County,Grocery,114,6
2020-03-11,San Mateo County,Office,49,7
2020-03-11,San Mateo County,School,96,8
2020-03-11,San Mateo County,Medical,93,9
2020-03-11,San Mateo County,Gas Stations,91,10
2020-03-12,San Mateo County,Airport,60,1
2020-03-12,San Mateo County,Shops & Services,93,2
2020-03-12,San Mateo County,Food,74,3
2020-03-12,San Mateo County,Outdoors & Recreation,99,4
2020-03-12,San Mateo County,Grocery,118,5
2020-03-12,San Mateo County,Professional & Other Places,68,6
2020-03-12,San Mateo County,Office,40,7
2020-03-12,San Mateo County,School,82,8
2020-03-12,San Mateo County,Medical,80,9
2020-03-12,San Mateo County,Gas Stations,84,10
2020-03-13,San Mateo County,Shops & Services,103,1
2020-03-13,San Mateo County,Airport,60,2
2020-03-13,San Mateo County,Food,76,3
2020-03-13,San Mateo County,Outdoors & Recreation,99,4
2020-03-13,San Mateo County,Grocery,139,5
